Nombre,Direccion,Ciudad,Pais,Precio,Tipos_Cocina,Ideales,Valoracion
Congkak (Bukit Bintang),24 Jalan Beremi; Bukit Bintang; Kuala Lumpur; 50200; Malasia,Kuala Lumpur,Malasia,1,Malaya,Cocina local,0
De. Wan 1958 (Taman U Thant),Level 2-2; The LINC KL; 360 Jalan Tun Razak; Taman U Thant; Kuala Lumpur; 50400; Malasia,Kuala Lumpur,Malasia,2,Malaya,Grupos,0
Lai Foong Lala Noodles,99 Jalan Sultan; Kuala Lumpur City Centre; Kuala Lumpur; 50000; Malasia,Kuala Lumpur,Malasia,0,Noodles,Familiar;Cocina local,0
Anak Baba (Brickfields),159 Jalan Sultan Abdul Samad; Brickfields; Kuala Lumpur; 50470; Malasia,Kuala Lumpur,Malasia,0,Malaya; Peranakan,Cocina local,0
Gulainya,44-G; Plaza Damansara; Jalan Medan Setia 2; Bukit Damansara; Kuala Lumpur; 50490; Malasia,Kuala Lumpur,Malasia,1,Peranakan,Cocina local,0
Aliyaa,48 Jalan Medan Setia 2; Bukit Damansara; Kuala Lumpur; 50490; Malasia,Kuala Lumpur,Malasia,1,Cocina de Sri Lanka,,0
Simmer House,226 Guangsi Road; Cianjhen District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,,0
Thai Yuan,53 Lingya 2nd Road; Lingya District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Thai,,0
Caizong Li,159 Chenggong 1st Road; Lingya District; Kaohsiung; 80249; Taiwán,Kaohsiung,Taiwán,0,Small eats,Cocina local,0
Mi Yuan Tzu Steamed Glutinous Rice,30 Nanhai Street; Sinsing District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Cocina local,0
Chun Lan Gua Bao,5 Fusing 1st Road; Sinsing District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Merece la espera,0
Liang Chia Pig Knuckle,229 Yangming Road; Sanmin District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Cocina local,0
NIU LAO DA (Zihciang 2nd Road),18 Zihciang 2nd Road; Cianjin District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,Familiar;Grupos,0
Yung Yen,528 Chenggong 1st Road; Cianjin District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,Familiar;Cocina local,0
Hou Chi Duck Rice,201 Zihciang 1st Road; Sanmin District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,,0
Bei Gang Tsai Rice Tube (Yancheng),166 Hesi Road; Yancheng District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Cocina local,0
Chao Ming,53 Zihciang 1st Road; Cianjin District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,,0
Cianjin Braised Pork Rice,26 Datong 2nd Road; Cianjin District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Cocina local,0
Hung Chi Rice Shop,96 Liwun Road; Zuoying District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Comer solo,0
Erge Shih Tang,145 Cinghai Road; Gushan District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,,0
Yang Bao Bao (Chaoming Road),106 Chaoming Road; Nanzih District; Kaohsiung; 814; Taiwán,Kaohsiung,Taiwán,0,Raviolis,,0
Ibu Kitchen,629; Section 2; Jhongshan Road; Meinong District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,Familiar;Grupos,0
Hsiu Ming,41 Yongping Street; Cishan District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Cocina local,0
Liao Chi Migao,119 Ciaonan Road; Ciaotou District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,0,Small eats,Merece la espera;Cocina local,0
Ciao Zai Tou Huang's Braised Pork Rice (Ciaotou),106 Ciaonan Road; Ciaotou District; Kaohsiung; 825; Taiwán,Kaohsiung,Taiwán,0,Small eats,Cocina local,0
Joes (Gangshan),111 Hehua Road; Gangshan District; Kaohsiung; 820; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,Cocina local,0
Hu Dong Beef,107; Section 1; Zhongshan Road; Hunei District; Kaohsiung; Taiwán,Kaohsiung,Taiwán,1,Taiwanesa,Familiar;Cocina local,0
BAA Wanli Goat,36 Singnan Street; South District; Tainan; Taiwán,Tainan,Taiwán,1,Taiwanesa,,0
Shian Jeng Shrimp Bawan,609 Yunong Road; East District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,,0
Lien Wu Chiao Lamb Soup,361; Jhongjheng Road; Xinhua District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
San Hao Yi Kung Tao Angelica Duck,2; Section 1; Fucian Road; Central West District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Merece la espera,0
Cheng Shi,12; Lane 702; Section 1; Simen Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Noodles,Cocina local,0
Amei,98; Section 2; Mincyuan Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,1,Taiwanesa,Grupos,0
Hao Nung Chia Migao,66; Section 2; Jiankang Road; South District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Fu Tai Table Third Generation,219; Section 2; Minzu Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Merece la espera,0
Yeh Jia Calamari Rice Noodle Soup,142; Section 2; Guohua Street; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Merece la espera;Cocina local,0
Yeh San Duck Thick Soup,216 Linsen Road; Section 2; East District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,,0
Yuan Zai Hui (Guohua Street),99; Section 2; Guohua Street; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Kaiyuan Red-cook Spanish Mackerel,307 Kaiyuan Road; North District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Lo Cheng Migao,241; Section 2; Minzu Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Zhu-Ji Dong Tsai Ya,47 Jhongshan Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Street food,,0
CHAN CHI,59 Dong'an Road; East District; Tainan; Taiwán,Tainan,Taiwán,0,Taiwanesa,,0
No Name Lamb Soup,144; Section 2; Fucian Road; West Central District; Tainan; 700; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Yi Wei Pin,Shop 111 & 112; Yong Le Market; 177-179; Section 3; Guohua Street; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Eat to Fat,3; Lane 125; Sinmel Street; West Central District; Tainan; Taiwán,Tainan,Taiwán,1,Taiwanesa,,0
Dayong Street No Name Congee,85 Dayong Street; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Congee,Cocina local,0
Po Jen Tang,27; Lane 300; Section 2; Simen Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Taiwanesa,,0
Jai Mi Ba,159-1 Bao-an Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,1,Noodles,Merece la espera,0
Shang Hao Chih Beef Soup,6; Section 1; Beian Road; North District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
A Hsing Congee,289; Section 3; Minzu Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Congee,Cocina local,0
Huang Chia Shrimp Roll,268 Sihe Road; Central West District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Merece la espera,0
A Xing Shi Mu Yu,311 Wunsian Road; North District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Small Park Danzai Noodles,321; Section 2; Simen Road; West Central District; Tainan; Taiwán,Tainan,Taiwán,0,Noodles,Cocina local,0
A Wen Rice Cake,74 Boa-an Road; Central West District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Hsi Lo Tien Beef Soup,98 Gongyuan South Road; North District; Tainan; Taiwán,Tainan,Taiwán,0,Small eats,Cocina local,0
Xie Shopkeeper,5; Lane 23; Yunhe Road; Anping District; Tainan; Taiwán,Tainan,Taiwán,1,Small eats,Cocina local,0
Chang Ying Seafood House,484 Cianli; Sanliaowan; Beimen District; Tainan; 727; Taiwán,Tainan,Taiwán,1,Small eats,Familiar,0
Bếp Mẹ ỉn (Le Thanh Ton Street),136 Le Thanh Ton Street; Ben Thanh Ward; Ho Chi Minh City; 700000; Vietnam,Ho Chi Minh City,Vietnam,0,Vietnamita,Cocina local,0
La Lola,82 Ly Tu Trong Street; Ben Thanh Ward; Ho Chi Minh City; 71009; Vietnam,Ho Chi Minh City,Vietnam,1,Cocina mediterránea,Familiar,0
No Name Noodles,69 Shifu Road; Central District; Taichung; 400; Taiwán,Taichung,Taiwán,0,Noodles,Cocina local,0
Chay Garden (Xuan Hoa),52 Vo Van Tan Street; Xuan Hoa Ward; Ho Chi Minh City; 700000; Vietnam,Ho Chi Minh City,Vietnam,0,Vegetariana,Terraza agradable,0
Moon Pavilion,2F; Miyahara; 20 Zhongshan Road; Central District; Taichung; Taiwán,Taichung,Taiwán,1,Taiwanesa,Familiar,0
A Kun Mian,142 Pingdeng Street; Central District; Taichung; 400; Taiwán,Taichung,Taiwán,0,Noodles,Merece la espera,0
Taichung Meatball,529; Section 3; Fuxing Road; South District; Taichung; 402; Taiwán,Taichung,Taiwán,0,Small eats,Cocina local,0
Niou Jia Juang,19 Xinfeng Street; Dongshi District; Taichung; Taiwán,Taichung,Taiwán,1,Cocina de Hakka,Grupos,0
Fu Kuei Ting,31; Lane 18; Section 2; Sanmin Road; Central District; Taichung; 400; Taiwán,Taichung,Taiwán,0,Taiwanesa,,0
Fu Din Wang (Central),560; Section 1; Taiwan Boulevard; Central District; Taichung; 400; Taiwán,Taichung,Taiwán,0,Taiwanesa,,0
Chin Chih Yuan (Central),170 Chenggong Road; Central District; Taichung; 400; Taiwán,Taichung,Taiwán,0,Taiwanesa,,0
Fu Juang Yuan,203; Section 1; Meicun Road; West District; Taichung; 403; Taiwán,Taichung,Taiwán,0,Taiwanesa,,0
Ajisai,102 Zhongxing Street; West District; Taichung; 403; Taiwán,Taichung,Taiwán,0,Noodles,,0
Küisine (West),1; Lane 24; Mofan Street; West District; Taichung; Taiwán,Taichung,Taiwán,1,Asiática,Familiar,0
Night School Braised Pork Rice,109 Jingcheng Road; West District; Taichung; Taiwán,Taichung,Taiwán,0,Small eats,Cocina local,0
Kung Fu Shanghai Fish Ball,380 Zhongmei Street; West District; Taichung; Taiwán,Taichung,Taiwán,0,Small eats,,0
Don Moo,317 Yingcai Road; North District; Taichung; Taiwán,Taichung,Taiwán,0,Small eats,Cocina local,0
Shanghai Food (Nantun),537; Section 2; Gongyi Road; Nantun District; Taichung; 408; Taiwán,Taichung,Taiwán,0,Dim Sum,,0
Ke Kou Beef Noodles,911 Dadun Road; Xitun District; Taichung; 407; Taiwán,Taichung,Taiwán,0,Noodles,Cocina local,0
House of Dawn,104 Dadun 18th Street; Xitun District; Taichung; Taiwán,Taichung,Taiwán,0,Vegetariana,,0
Lou's (Nantun),65; Section 3; Xiangshang Road; Nantun District; Taichung; Taiwán,Taichung,Taiwán,1,Taiwanesa,Merece la espera,0
Li Xiao Lou,50; Lane 293; Section 2; Xitun Road; Xitun District; Taichung; Taiwán,Taichung,Taiwán,1,Taiwanesa,Cocina local,0
Superman,349; Section 1; Beixin Road; Xindian District; New Taipei; 231031; Taiwán,New Taipei,Taiwán,1,Small eats,Merece la espera,0
Lai Kang Shan,10 Jianguo Road; Xindian District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Cocina local,0
Bei Ya Duck Thick Soup,169 Guangming Street; Xindian District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Cocina local,0
Feng Chi Goose,170 Pingxi Road; Shalu District; Taichung; Taiwán,Taichung,Taiwán,1,Taiwanesa,Cocina local,0
San Tung,19; Lane 133; Zhongyang Road; Xindian District; New Taipei; Taiwán,New Taipei,Taiwán,1,China,Grupos,0
Bitan Chiao Tou Goose,127; Section 1; Beixin Road; Xindian District; New Taipei; Taiwán,New Taipei,Taiwán,1,Small eats,Comer solo,0
Hsiung Chi Scallion Pancake,Gongguan Night Market; 2; Lane 108; Section 4; Luosifu Road; Zhongzheng District; Taipei; Taiwán,Taipei,Taiwán,0,Street food,Merece la espera,0
Sinchao Rice Shoppe,2F; Breeze Xin Yi; 68; Section 5; Zhongxiao East Road; Xinyi District; Taipei; 110; Taiwán,Taipei,Taiwán,1,Taiwanesa,,0
Tsai Chia Beef Noodles,12; Alley 16; Lane 153; Section 3; Xiulang Road; Zhonghe District; New Taipei; Taiwán,New Taipei,Taiwán,0,Noodles,Merece la espera,0
Pàng,181 Wenchang Street; Da'an District; Taipei; Taiwán,Taipei,Taiwán,1,Mexicana,,0
Open Smile,441 Zhuangjing Road; Xinyi District; Taipei; Taiwán,Taipei,Taiwán,0,Small eats,Cocina local,0
GARDEN h,22 Zhiguang Street; Yonghe District; New Taipei; Taiwán,New Taipei,Taiwán,1,Cocina de Hakka; Jiangzhe,Familiar;Grupos,0
Lao Shih Kuan Noodles,81-12 Zhennan Street; Qingshui District; Taichung; 406; Taiwán,Taichung,Taiwán,0,Noodles,Cocina local,0
Yonghe Chia Hsiang Soy Milk,57 Minzhi Street; Yonghe District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Cocina local,0
Hang Zhou Xiao Long Bao (Da'an),17 & 19; Section 2; Hangzhou South Road; Da'an District; Taipei; 106; Taiwán,Taipei,Taiwán,1,Dim Sum,Merece la espera,0
Noon Turnip Cake,8 Riverbank Boulevard; Hengshan Township; Hsinchu County; Taiwán,Hsinchu County,Taiwán,0,Small eats,,0
Din Tai Fung (Xinyi Road),277; Section 2; Xinyi Road; Da'an District; Taipei; 110; Taiwán,Taipei,Taiwán,1,Cocina de Shanghái,Merece la espera;Cocina local,0
Yu Yu 1969,48 Liaoning Street; Zhongshan District; Taipei; Taiwán,Taipei,Taiwán,1,Taiwanesa,,0
Jin Shang Hsuan,111; Lane 155; Dunhua North Road; Songshan District; Taipei; Taiwán,Taipei,Taiwán,1,Taiwanesa,Familiar;Grupos,0
SÒNG JHAO,72 Fuxing Street; Yonghe District; New Taipei; Taiwán,New Taipei,Taiwán,0,Taiwanesa,,0
Tsui Feng Yuan,5; Lane 8; Section 3; Bade Road; Songshan District; Taipei; 105; Taiwán,Taipei,Taiwán,1,Cantonesa,Grupos,0
Talking Heads,25 Siwei Road; Da'an District; Taipei; Taiwán,Taipei,Taiwán,1,Cocina de Hunan; Jiangzhe,,0
Toriaezu Curry,146 Sanmin Road; Songshan District; Taipei; Taiwán,Taipei,Taiwán,1,Curry,Comer solo,0
Tableau by Craig Yang,33; Lane 78; Section 1; Anhe Road; Da'an District; Taipei; Taiwán,Taipei,Taiwán,1,Creativa,,0
Chi Chia Chuang (Changchun Road),55 Changchun Road; Zhongshan District; Taipei; 104; Taiwán,Taipei,Taiwán,1,Taiwanesa,Grupos,0
A-ba's Taro Ball,1; Lane 18; Baoping Road; Yonghe District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Cocina local,0
Soft Power,21; Alley 30; Lane 135; Section 2; Minquan East Road; Zhongshan District; Taipei; Taiwán,Taipei,Taiwán,0,Small eats,,0
Shang Hao,1; Lane 8; Minzhi Street; Zhonghe District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Merece la espera,0
Tsou Chi Cai Bao (Zhongzheng Road),49 Zhongzheng Road; Beipu Township; Hsinchu County; 314002; Taiwán,Hsinchu County,Taiwán,0,Small eats,Cocina local,0
MoonMoonFood (Qingdao East Road),6-2 Qingdao East Road; Zhongzheng District; Taipei; 100; Taiwán,Taipei,Taiwán,1,Taiwanesa,Merece la espera,0
Su Lai Chuan,4; Lane 176; Section 3; Heping West Road; Wanhua District; Taipei; Taiwán,Taipei,Taiwán,0,Small eats,,0
Clavius,120 Fujin Street; Songshan District; Taipei; Taiwán,Taipei,Taiwán,1,Vegetariana,Familiar,0
Ang Gu,35 Guangfu Road; Guanxi Township; Hsinchu County; Taiwán,Hsinchu County,Taiwán,0,Noodles,Cocina local,0
Lao Shan Dong Homemade Noodles,Shop 15; B1; 70 Xining South Road; Wanhua District; Taipei; 108; Taiwán,Taipei,Taiwán,0,Noodles,,0
Wu Wang Tsai Chi,Nanjichang Night Market; 29; Lane 313; Section 2; Zhonghua Road; Zhongzheng District; Taipei; 100; Taiwán,Taipei,Taiwán,0,Street food,Merece la espera,0
Yuan Fang Guabao,Huaxi Street Night Market; Stall 161; 17-2 Huaxi Street; Wanhua District; Taipei; 108; Taiwán,Taipei,Taiwán,0,Street food,Cocina local,0
Yeh Chia Pork Ribs Medicinal Herbs Soup,441; Section 2; Zhongshan Road; Banqiao District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Cocina local,0
Unnamed Clay Oven Roll,Nanjichang Night Market; Stall 74; Lane 311; Section 2; Zhonghua Road; Zhongzheng District; Taipei; Taiwán,Taipei,Taiwán,0,Street food,,0
Bò Kho Gánh,029 Lot H; Ngo Gia Tu Apartment; Su Van Hanh Street; Vuon Lai Ward; Ho Chi Minh City; 700000; Vietnam,Ho Chi Minh City,Vietnam,0,Street food,Cocina local,0
Wang's Broth,Huaxi Street Night Market; Stall 153; 17-4 Huaxi Street; Wanhua District; Taipei; Taiwán,Taipei,Taiwán,0,Small eats,Cocina local,0
Serenity (Zhongzheng),1; Lane 1; Zhenjiang Street; Zhongzheng District; Taipei; 100; Taiwán,Taipei,Taiwán,1,Vegetariana,,0
Bebu,1; Lane 16; Gongyuan Street; Beipu Township; Hsinchu County; Taiwán,Hsinchu County,Taiwán,1,Cocina de Hakka,Cocina local,0
Abba Hakka,118 Zhongshan Road; Sanxia District; New Taipei; Taiwán,New Taipei,Taiwán,1,Cocina de Hakka,,0
Nhà Tú,129/4 Vo Van Tan Street; Xuan Hoa Ward; Ho Chi Minh City; 722700; Vietnam,Ho Chi Minh City,Vietnam,0,Vietnamita,Cocina local,0
Yi Jia Zi,79 Kangding Road; Wanhua District; Taipei; 108; Taiwán,Taipei,Taiwán,0,Small eats,Cocina local,0
Bún Riêu Yến,1346 Truong Sa Street; Tan Son Hoa Ward; Ho Chi Minh City; 700000; Vietnam,Ho Chi Minh City,Vietnam,0,Street food,Cocina local,0
Inn's+ (Shuangcheng Street),8; Lane 28; Shuangcheng Street; Zhongshan District; Taipei; Taiwán,Taipei,Taiwán,1,Taiwanesa,Grupos,0
Da-Qiao-Tou Tube Rice Pudding (Yanping North Road),41; Section 3; Yanping North Road; Datong District; Taipei; Taiwán,Taipei,Taiwán,0,Small eats,Cocina local,0
Phở Miến Gà Kỳ Đồng,14/5 Bis Ky Dong Street; Xuan Hoa Ward; Ho Chi Minh City; 700000; Vietnam,Ho Chi Minh City,Vietnam,0,Street food,Cocina local,0
Yi Ge Rice Vermicelli,621 Fuchang Street; Qionglin Township; Hsinchu County; Taiwán,Hsinchu County,Taiwán,0,Small eats,Cocina local,0
Jen Ho Yuan,2F; 112; Section 2; Zhongshan North Road; Zhongshan District; Taipei; Taiwán,Taipei,Taiwán,1,Cocina de Yunnan,Grupos,0
Da One Gone Lamb,2; Lane 112; Siwei Road; Banqiao District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,,0
Mặn Mòi (An Khánh),32 D11 Street; An Khanh Ward; Ho Chi Minh City; 721400; Vietnam,Ho Chi Minh City,Vietnam,1,Vietnamita,Grupos,0
Huang Chi Lu Rou Fan,28; Lane 183; Section 2; Zhongshan North Road; Zhongshan District; Taipei; Taiwán,Taipei,Taiwán,0,Small eats,Cocina local,0
Hsiao Cho Chih Chia,420 Jilin Road; Zhongshan District; Taipei; Taiwán,Taipei,Taiwán,1,Taiwanesa,Cocina local,0
HUGH dessert dining,56; Lane 136; Section 3; Chongqing North Road; Datong District; Taipei; Taiwán,Taipei,Taiwán,1,Creativa,,0
Bánh Xèo 46A,46 Dinh Cong Trang Street; Tan Dinh Ward; Ho Chi Minh City; 710776; Vietnam,Ho Chi Minh City,Vietnam,0,Vietnamita,,0
Mai Mien Yen Tsai,106 Anxi Street; Datong District; Taipei; 103; Taiwán,Taipei,Taiwán,0,Noodles,Merece la espera;Cocina local,0
Phở Phượng,25 Hoang Sa Street; Saigon Ward; Ho Chi Minh City; 71007; Vietnam,Ho Chi Minh City,Vietnam,0,Street food,,0
Phở Hương Bình,148 Vo Thi Sau Street; Xuan Hoa Ward; Ho Chi Minh City; 700000; Vietnam,Ho Chi Minh City,Vietnam,0,Noodles,Cocina local,0
Shinjiko Shijimi Chukasoba Kohaku,2-1-3 Nishirokugo; Ota-ku; Tokyo; 144-0056; Japón,Tokyo,Japón,0,Ramen,Comer solo,0
Phở Lệ (An Đông),413-415 Nguyen Trai Street; An Dong Ward; Ho Chi Minh City; 749741; Vietnam,Ho Chi Minh City,Vietnam,0,Noodles,Comer solo;Cocina local,0
Dian Xiao Er (Datong North Road),27 Datong North Road; Sanchong District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Merece la espera;Cocina local,0
Chung Chia Sheng Jian Bao,Shilin Night Market; 38 Xiaodong Street; Shilin District; Taipei; Taiwán,Taipei,Taiwán,0,Street food,,0
Jhen Pin,97; Section 1; Fuxing Road; Xinzhuang District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Cocina local,0
Bánh Cuốn Tây Hồ 127,127 Dinh Tien Hoang Street; Tan Dinh Ward; Ho Chi Minh City; 710000; Vietnam,Ho Chi Minh City,Vietnam,0,Vietnamita,Merece la espera,0
Sung Chu Yuan,546 Yonggong Road; Shilin District; Taipei; Taiwán,Taipei,Taiwán,1,Taiwanesa,Familiar;Grupos,0
San Chieh Mei Nung Chia Le,23 Daping Road; Wanli District; New Taipei; Taiwán,New Taipei,Taiwán,1,Taiwanesa,,0
Guang Xing Pork Knuckle,124 Ren'ai Street; Sanchong District; New Taipei; Taiwán,New Taipei,Taiwán,0,Small eats,Cocina local,0
Hồng Phát (Bàn Cờ),389-391 Vo Van Tan Street; Ban Co Ward; Ho Chi Minh City; 70000; Vietnam,Ho Chi Minh City,Vietnam,0,Noodles,Cocina local,0
Homemade Ramen Muginae,6-11-10 Minamioi; Shinagawa-ku; Tokyo; 140-0013; Japón,Tokyo,Japón,0,Ramen,Merece la espera;Comer solo,0
Chị Mơ,23C Le Van Mien Street; An Khanh Ward; Ho Chi Minh City; 700000; Vietnam,Ho Chi Minh City,Vietnam,1,Vietnamita,Familiar,0
Hung Chin,312; Section 3; Kehu Road; Zhudong Township; Hsinchu County; Taiwán,Hsinchu County,Taiwán,1,Cocina de Hakka,Familiar;Cocina local,0
Le Monde Gourmand,2-17-15 Midorigaoka; Meguro-ku; Tokyo; 152-0034; Japón,Tokyo,Japón,1,Francesa,Comer solo,0
ARROCERÍA La Panza,1-15-8 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,1,Española,,0
Bún Bò Huế 14B,14B Street 46; Vinh Hoi Ward; Ho Chi Minh City; 754000; Vietnam,Ho Chi Minh City,Vietnam,0,Street food,,0
Chukasoba Ginza Hachigou,3-14-2 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,0,Ramen,Comer solo,0
Sushi Mikata,4-1-4 Mita; Minato-ku; Tokyo; 108-0073; Japón,Tokyo,Japón,1,Sushi,Comer solo,0
Le Nougat,6-12-2 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,1,Francesa,,0
GINZA KATSUKAMI II,4F; Kojun Bldg; 6-8-7 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,1,Tonkatsu,Comer solo,0
TRATTORIA BUCA'MASSIMO,1-24-11 Tomioka; Koto-ku; Tokyo; 135-0047; Japón,Tokyo,Japón,1,Italiana,,0
